field_id,field_name,field_type,field_label,required,field_context,page_number,table_name
table_0_row_11,birthdate_birthdate_birthdate_birthdate_birthdate_,date,Birthdate: Birthdate: Birthdate: Birthdate: Birthdate: Birthdate: Birthdate:,False,"Table 1, Row 12",0,Table 1
